	Class	Numeric1	Numeric2	Numeric3	Numeric4	Numeric5	Numeric6	Numeric7	Numeric8	Numeric9	Numeric10	Numeric11	Numeric12	Numeric13	Numeric14	Numeric15	Numeric16	Numeric17	Numeric18	Numeric19	Numeric20	Discrete1_B	Discrete1_C	Discrete2_B	Discrete2_C	Discrete3_B	Discrete3_C	Discrete4_B	Discrete4_C	Discrete5_B	Discrete5_C	Discrete6_B	Discrete6_C	Discrete7_B	Discrete7_C	Discrete8_B	Discrete8_C	Discrete9_B	Discrete9_C	Discrete10_B	Discrete10_C
Instance11	1	0.8579239242923363	-0.8565493082342095	0.1319117557874122	1.6857923026593036	-0.4898282188472669	1.6043263194156412	-0.743227540017318	-1.0984222528921528	-0.17678271332649498	0.5086227359478508	0.6925070536933051	0.7874836307345161	-2.2679273207219155	-0.8248613843788873	0.17503793873714554	0.060296856922720736	0.8034266125482274	0.20753476704392146	0.5889578674691841	-0.1921009714017295	1	0	1	0	0	1	0	1	1	0	0	1	0	0	1	0	0	0	1	0
Instance12	1	1.1411018666575734	-1.5415873996717877	-1.98056559106894	-1.6480462063661798	0.658802141691513	0.2080695296299638	-0.3952220658500597	-0.377264455482126	-2.19925404532772	1.59242570733472	-0.7737633464288384	-0.07721864164554071	0.3426539880894986	0.257110747176871	0.20831591199789076	-0.6038802115952422	1.9471383529758048	0.04923528503703744	0.708251606216463	0.07084759651608444	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
Instance13	1	1.4665787155741776	2.5944245877681515	0.768770644399475	0.2987136599920089	-0.5969171117831944	-0.4292238995721983	-0.8257793632512705	0.6821694828076149	0.7292887472028639	-0.04144268141099414	-0.7652257592133578	0.09066656379325833	-0.09796723995393904	-0.7096899935103032	-1.9190596254900534	1.048913761483825	0.2818152092018091	1.8051396535620865	0.13543199128842912	2.435728505209941	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0
Instance14	1	0.8525519394612321	-0.4040322938509371	-0.4213275873246805	0.9106456722299704	-0.22295918297037945	-2.2622436352438062	0.08961985783925162	1.5656158596460847	1.1005582400486915	1.3759415792580494	-0.07763974165319885	0.17413252050794856	-0.2402446136179928	-0.15200265994415646	0.9766510790622172	-2.2571678176548313	0.6163467147794282	-0.5307197767182943	-0.4342207529141199	0.9716811975751056	0	1	1	0	0	0	1	0	1	0	1	0	1	0	0	1	0	0	0	0
Instance15	0	-0.5986539369229861	-1.461732688261408	-0.4693107362791067	-0.02985612163636626	0.15217697558826634	-1.3227331195217955	-1.9058178747999277	-0.7244850747995447	-0.3423680438532295	1.3556041285292175	0.5756703122442538	-0.7149444372743599	-0.0963036711591959	-0.6228904340536274	1.8913180575778947	-0.05843377337791945	1.6901089783163248	-1.1836994924314574	0.8350553200259743	-0.9329622079926992	1	0	1	0	1	0	1	0	0	1	1	0	1	0	1	0	0	1	1	0
Instance16	0	-1.1158969859603944	-0.6834397667886818	0.8756956787795067	-0.1181707843665918	-0.37412632026430587	-0.4482827991587956	-0.5680857202871936	-0.8029174114389668	-0.3103042253300736	0.6253251786254551	0.551033991516472	-0.043452212551054935	-2.1943864404475404	-0.14009813622041362	0.4273438515683496	-0.11388609317860494	-1.7596831946917684	2.324105339738489	-1.5380432524533032	2.865203540514353	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0	0	1	0	1	0
Instance17	0	0.7666631816450861	0.367544896022269	-1.3651628772251687	-0.14268771207346506	-0.01345146935738968	-0.38173508724056604	-0.5157565452853529	-0.022668940344347608	0.8130363779939603	1.6755017565019328	0.6002933860781641	0.023976742451182715	0.6942761699234782	-0.1943059718279962	-1.3285947197903605	0.08555507737859043	-0.09402870506579078	-0.3693919865772568	2.2015075406727376	-1.7920479933488889	0	0	0	1	1	0	0	1	0	1	1	0	0	0	0	0	1	0	1	0
Instance18	1	0.3562928174722889	0.1903115575939397	1.9470986428203576	-1.227636420410408	0.81547196924006	-0.1527944634020866	1.2639302023631946	-1.5243951497488617	-0.7362970898953761	-0.2901961310372054	1.1095582632782504	0.1674236956291259	0.0291213991378954	-1.3681164235339731	-0.1469343241720021	-0.7688744262602416	-1.5356238272982354	-0.035615442841167064	-1.2920140543565517	0.5449343866619168	0	0	0	0	1	0	0	1	1	0	1	0	1	0	1	0	1	0	1	0
Instance19	1	-1.7685384506770307	-0.85172919725359	-0.4802420417382233	0.03812738409493465	0.4106017913200477	-1.00076049024875	0.1506981437872181	-0.030133306477626482	-0.7823243190080752	-0.2289954150894045	-0.36098525549566346	-0.3820293678740479	2.4530354495868987	-1.1639925581657329	-1.3562726222894836	-1.2541327265345514	-0.4820639803863324	1.7207886898039249	1.650375673919506	2.449449167791093	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0
Instance20	1	0.3554817927437691	1.8227236001279596	-0.5232509433848951	0.5127175234723987	0.4809698500346235	-1.595777611441314	0.6955183114963029	-0.06472838461539307	0.3170981661632435	1.5246464307996173	1.12012863025734	-0.03261416611833299	0.7187931794351817	0.43082369850194985	-0.3669628824547135	-1.49029101499507	-0.28139721691114217	-0.021914771498803845	0.43708651735961424	0.017083479268107382	0	0	1	0	1	0	1	0	1	0	0	0	1	0	0	0	1	0	1	0
Instance21	1	0.8145198224878663	-0.5215796779933731	1.021224743167163	0.06859922748066052	-0.6354304386192672	-0.1302231664667262	0.005938814386502598	0.7247491503292603	-0.6062513479848161	0.38919484066161697	0.3345442465418944	-1.281649115102102	0.21339128871480975	0.13390693908334175	0.1919582690535392	0.12949538960684984	1.9129413689387076	-1.0829179763934071	-0.6922412517564196	-1.3960880827366642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0
Instance22	1	0.05892558918162996	-1.184686590411552	0.7086952731104266	-0.2722761011450806	0.8528297682743678	-0.1894179288117906	-1.0489003714627143	1.4146097426889708	0.6110578840796482	-1.2429443054863802	0.1578962880009213	-0.289725615786155	-1.0874561899760995	-0.8116710012931109	1.38299246214861	0.09268315940749487	0.17896988949677226	-1.5767007310059171	-1.8327371178176657	0.5912993638749305	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0
Instance23	0	-0.18505367100934156	0.9606933984606596	2.4512297190750765	-0.4897250223730267	0.6695623405090826	-0.8075540415498659	0.9072048681832476	0.5698443178000909	-0.9203095152494392	0.0270989764593162	1.8014444687445037	-0.5946949801470561	-0.887341867941216	-0.5282785400845595	-1.0648114159463054	-0.5188183727016672	0.2698389146550609	-0.14092239323370226	-0.11756168309744053	0.7908233899916132	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0
Instance24	1	-0.8076484876163557	1.3290628465396823	-0.21120598363151996	-0.27929666927837216	1.0044191922616248	-0.7421521616503846	-0.8454413420675675	0.7415510509596893	1.5095089191310591	2.9799761717586537	-0.3187448534409809	0.043056874151067084	-0.9403047897118249	0.4628006284791898	-0.2708503720129693	-0.7847260247692486	-0.4756282987295663	1.3477866394361342	0.018904688308856152	-0.21011952594592195	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0
Instance25	0	-1.446534699563388	-0.8174930976162265	-0.12040663866440972	1.2577442174960385	-0.7263658321861022	-0.9401565918724069	-0.5262433407727581	0.05227895113430126	0.656463684255187	-2.3688034526331565	-0.7662656341882068	0.3749506778066536	1.9221187248486025	1.3132368927127924	2.7610263400927	-1.004292889963858	-0.05824427880567616	-0.15349310012037568	-0.10709311683877816	1.0908360564333195	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0
Instance26	1	0.8002979493400275	-1.4013472930393105	-1.4793159799632536	-2.0866349794205425	-0.17245859668145705	-0.39652373901631777	0.1820997788095665	-0.3597445764761596	0.06585117910014719	1.3221941582008023	1.4651508867681766	0.012118249331302684	-0.8266971974897975	0.8331752837274283	0.6004489968531993	-0.07074956343741061	0.6104026748550706	-1.1728581872389412	-1.7652977545026294	0.9109295775117168	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
Instance27	0	-0.3091144447717088	1.0304382674156047	-0.33210227734882514	0.040071456547775455	0.6335339024604004	-0.8563028269952513	0.945538789447106	-1.9959768691567643	-0.8736306325459504	-0.5086752518838716	-0.044859234036322776	1.7634828522964368	-1.5223638522754468	-0.2018923016812237	1.3111656017832602	-1.5369973105759855	-0.15376515432130647	-0.7144800284496209	0.5713495818956896	0.10535182698480468	1	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0
Instance28	1	-0.2334666615436927	-2.0473236130579617	-0.7214312955717558	-0.3277549172964168	-0.6088151174171313	1.2598753315170157	-0.20138454328274424	-0.8862208191746166	-1.0577538998724862	0.5284387653161191	1.1052986191669767	-1.3510473752585976	0.922024119108855	0.09331082127552176	0.9766030967009536	-0.8811527493692181	-0.3071576800303581	-0.2241252986915596	-0.8332466878023947	0.9273505370304072	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	1	0
Instance29	1	1.7327211869191332	-1.2266216593966155	-0.4487670131054992	1.4558079518368434	-0.22612246976395625	0.24099673204512104	1.5105247319832755	0.2172666846933302	-0.8972370306825797	0.8252167223304361	0.3984775320050912	1.1881502156359909	0.8729629568951746	-1.0099724440591364	-0.11866020714668203	-0.9041975705148884	0.0031420253400875537	0.3540037984044361	0.30775346289710137	0.8930205209727146	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
Instance30	0	0.6845011068591904	0.9674461500502349	-1.7441877565539552	0.05549222544380277	1.925805737459527	-0.9723179180265172	-0.5714784150520992	-1.645593723789992	-1.4322032991369755	-1.3484316010532704	-1.7524189246365751	0.4915170062268079	-0.10054993106396554	0.4170527224201579	-0.4448900320657983	0.7040268478995233	-1.1825238527383173	-0.11531352638819052	-0.5451762943518464	0.537803804730489	0	0	1	0	1	0	0	0	0	1	1	0	1	0	0	0	1	0	1	0
Instance31	0	0.3708250012811021	-0.05535254802238957	1.660607559894514	1.484925598699954	1.9517610122678135	-0.2804477814674541	0.6655892869546318	0.2428898227832702	1.3404303179776291	-1.558124143502248	0.2810229618575512	0.0009339975357391936	0.9404553588470518	0.4332080944214181	-1.0978699056692558	1.1990602847294576	-1.8446222736904725	-0.9265352405834434	0.543221462376416	-0.6903609564287765	1	0	1	0	1	0	0	0	1	0	1	0	1	0	1	0	1	0	1	0
Instance32	1	0.14206180518723566	-0.26393734859268786	-1.4166034824256406	-2.123890018045559	1.23994054982736	-1.1802856063511906	0.0036163009507030703	-0.4008347102679511	0.3420748390767709	-0.8698654758981736	0.624609211760654	-1.8913591470151876	0.27493815627849266	-0.2000631473010724	-0.4263503354733373	1.837670854183889	-1.3169915900711369	0.1685252021204955	0.9431089866773544	-1.1878530082002492	1	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0
Instance33	0	1.5199948607657727	0.35281660649437835	-2.802202798391713	0.4595849048340562	0.9385851362497682	1.012168295174788	1.5466718382124196	-1.0215598525816902	1.070628330433166	-0.09783833289729177	-0.07254627259044713	0.4536544593163792	-1.2735220633487838	-0.4819247969600973	-0.274024302172638	1.3268335818043389	0.1479340106475619	-0.6477337864675273	0.2331315846903747	-0.494187246338763	0	1	1	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0
Instance34	1	1.7195893074161943	-0.15277442354540868	-1.1884244215830193	0.2800578600376801	-1.0192511495051295	1.38418672458082	0.2144060132609824	-0.470024316655003	1.7390650353862618	-1.68250114859307	0.6233510473340711	-0.37233621592153376	2.10699667582768	0.05267559467482103	-0.1068669658400818	-0.17281392435164214	-0.6539690837823738	-0.5638371953939588	0.4595543705878159	1.1770657515891572	0	0	1	0	0	0	1	0	0	1	0	1	0	0	1	0	1	0	1	0
Instance35	0	0.929505111479528	-1.2986867221630902	-0.603839552796151	1.390533967073938	0.5125622314261223	1.252001982753031	-1.877312818056097	0.7287815212615996	1.3066060234568315	0.656259558520388	1.1921753869484648	0.2312607063973801	-2.214957209956303	0.5904321509887832	1.0883152620444825	-0.12505184404957093	-0.3660845910184559	0.10498799179962204	0.605374623459573	1.0582617810751134	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0
Instance36	1	0.5822245913979243	1.2760753460061875	-1.1495540632571182	-1.6413486088230291	-0.3591165950658852	-1.1446926312425976	1.0883352098095076	0.8855011096194775	0.4496167914951324	0.5922316836288041	1.4715322214267756	-1.413693396536729	-0.3422880567415478	0.4194876875796552	-2.9813720102953187	-1.526191376370006	-0.5772585004207204	-0.08417209636646271	-0.5241636883807048	0.5110420529437091	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1
Instance37	1	-2.0946030712061448	1.3250140528868153	1.0983035407325124	-0.1550358081183258	-1.0585718976053675	-0.09126701972617593	-0.08154851334052744	-1.9370214074492396	-0.4110504458323922	0.2983350852543439	0.7919710444601257	-0.5840505476268154	1.466830454626349	1.4380538675137888	-1.1545960244224205	-1.810352168880704	-0.5850701778853338	-0.506114944683526	0.6633955902708155	0.5188018148787893	1	0	0	0	0	1	1	0	1	0	1	0	1	0	0	1	1	0	1	0
Instance38	1	0.12372191423350658	0.2053325637779597	-0.13783917859609385	0.06606026178649259	-0.50900583859132	-0.4015706755129159	-0.5530619110683829	-0.14948401214867044	0.7492995550061996	0.2247846596705589	-0.8447571011295172	-0.106442532064453	1.970290892751104	-0.20916700790659085	-0.034820273612600414	0.3975400785632918	-0.292416799925306	-1.2376722500447472	-0.5136868247684109	1.3615533415507914	1	0	1	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0
Instance39	1	-0.13010695419370402	0.045134015432010274	0.025385604406458987	-0.4957954945452093	0.11566507404634654	0.5620131059141816	1.2229647619208388	0.9138846582835072	0.2111377691191972	-1.318877909506407	0.12414443854648767	1.3762027097207126	-0.9250925270352908	0.14054924808668126	0.2651986126736261	1.749408843414805	-1.84853033518128	-1.2302114690774042	0.3695436725318837	-0.21382382307074327	0	0	1	0	1	0	1	0	1	0	1	0	0	1	1	0	0	0	1	0
Instance40	1	0.09395322938556873	2.339624806020058	0.6103917643054128	1.2165777137429403	-0.5473555742986664	-1.007909803283898	-0.3313086360295018	-0.2578948596093573	-0.2606511406966508	-0.31590443582664635	-0.7139037107112001	-0.4251186367347284	-0.006071414989279461	0.8455461447568036	-0.4033118090596894	1.7238782444527188	-0.14893381811871206	-0.2418429531430506	2.594961886287044	0.44885412886492	1	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	1	0	1	0
Instance41	0	0.9430460873225178	-0.2764328450158372	0.286012526978118	-0.3386821854453976	-0.5507994257068402	-0.6758916940010166	0.5999867431623418	0.10881527091421338	-0.5151983709538149	0.04167751489210132	-0.4604227912124065	-1.9075818545291832	-0.9882918450026476	-0.1576862374496733	-0.8410776797550658	-1.3281982720755845	-0.7512722249696535	-0.047562059476204316	-1.8505828494823808	1.4647056544751271	0	0	1	0	0	0	0	0	1	0	1	0	1	0	1	0	1	0	1	0
Instance42	0	-2.7396771671895563	-0.25957698183403943	0.9785672974460429	2.0347625440211536	0.7920414984229742	-0.4132170283518081	-0.7683833192976774	-1.4954108752602695	1.0792167763922338	0.7735174003714017	-0.4756816554371043	0.2827370540168409	1.4887702595483	0.7914052892916892	1.0309700854433526	0.1908318017970616	-0.7153009896674659	0.3470554579969906	1.3736778019695908	-0.3835515246378715	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0
Instance43	1	-0.5693120534701851	0.3644812492405056	-1.1094775536361452	1.0541779089389227	0.14410648512323182	0.1532884691324239	-0.8361301268279877	-0.4800336568182954	1.4774627866530683	0.130981705570662	-0.053398958344595036	1.4952538103523785	0.2804108947650684	0.5603117349434806	0.4036042771801464	-0.8550479153204943	1.0778415746497978	-0.7907449677163156	-0.297238112554334	0.7276459819993624	0	0	1	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0
Instance44	0	0.26990435494076137	1.4713219561423383	-0.5475181006794317	0.9508336970037996	0.233458079662318	0.6941287081378864	1.8105817605836112	1.8287754293882252	-0.27510872379022433	1.6671592184603543	0.22187957300876412	-0.2975981973812836	-0.3489108631547553	0.6225966143911382	0.1645698437604064	0.1436198419267159	0.6231737279403566	0.08297869431236421	-1.7225773905888642	1.1939560086748435	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0
Instance45	1	-0.4668455460527625	1.5927707544174836	0.6659671460695378	0.5592989813908843	0.11187239689629837	-0.3287276927366078	-0.7870327372626857	-0.7880680345153491	-0.4370077128368604	0.6244473192504323	2.0838933143678395	-0.7461140108403355	0.554252567766071	-0.6495120928454484	-0.4990791789883514	-0.330829666321332	-1.6968378904692598	-0.965246650960174	0.32692414937933884	0.21226465319485585	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0
Instance46	1	-1.4169061131262597	-0.25857263167677125	-2.53455446208423	-1.063695591025548	-0.6757031433716509	0.6639650755262219	-0.5847709364174684	-1.4406323431960173	0.6981697387398562	0.054561384704993526	0.24751501540964785	0.3224438994172897	-1.5422412360567748	1.6057735424225166	0.8270534087506513	0.13471032138866978	-0.8516990128563077	-0.8953530416497296	-0.989048862720039	-1.01290658679486	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0
Instance47	0	0.8689634868967954	0.30833124595934525	-1.3751844793172407	-0.4310963375107571	-1.3705719179606883	0.8220763567971378	-1.7083207918676833	0.14947175855840594	-0.6351763985362037	0.452399418103696	1.7827460449783794	-1.4082685927723646	-1.2575305514606978	-1.456515575206779	-3.1262014778425167	-0.5981942487876108	-0.9225254342116438	0.7561290176306605	1.954952119630916	-0.56531584409397	1	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	1	0
Instance48	0	0.27687190584612803	-1.3780834670640771	0.5009922321799466	0.5727513668572158	0.31056471042047845	-0.21321523687182106	1.629982244007823	0.7886293330657389	0.6036766869570822	1.6147963790860258	-0.013489037930356029	0.14604340985342576	0.2715023661013969	-0.159246711356188	0.27448201003667777	-0.9036156258599146	0.9233240966200686	0.4937201745032089	0.5292824651407395	0.13056589322792755	1	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0
Instance49	0	-0.9711045704444846	-0.3119761079162129	-0.4802490349949254	0.6775570335877171	-0.5070366321254438	-1.245658132865597	0.3979983232950984	1.1938104906252558	1.7369296058777373	-1.1268408553685338	0.7679714999543232	-0.15487880999522824	1.290228516501209	0.9452735873374504	0.8101330770396797	0.8448509439413385	-0.3950044305443563	-0.3596648209981222	0.6432071418049122	0.2739067760032025	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	1
Instance50	0	0.3148172045158238	-0.8402903954793065	0.9361075501096976	1.3071838450812574	-2.0107822685858783	-1.1711903354341404	0.2377796334525969	-0.5177226421252706	-0.4178344360945518	-0.3600841185709736	-0.35549170359455234	-0.25775075393925484	-0.24654063629468506	-1.1509324202009454	0.7581609883470455	-0.5984261443842137	0.7099353965835334	0.9256683237068096	0.2097698013371284	0.7412998156824082	1	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0
Instance51	1	0.8215857120497958	-1.0068317522989838	0.8091802968531627	-0.4674410096259064	-0.3925672579651525	0.5917269751515682	0.9751384105786284	0.22247557662871947	0.024513232204399073	-0.34969102444396033	0.03621202908856557	-0.2077642602297644	0.34247919127902204	1.1862341679545785	-0.7181271989604959	-0.3971627104395751	-0.04293418224777406	1.1828033818751225	-0.313815813127026	0.061566832073998774	1	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	1	0	1	0
Instance52	0	0.005292646299360854	1.6815767162673276	-1.1980928801910382	-0.8601533849246632	-1.0922179413406234	-0.4762244363146694	-1.3293365693342671	0.5443548782853931	1.9896930775151331	-0.6707585162645776	-0.7166434138894742	-0.6747340208223142	-1.0304328288328488	-0.9232008788683962	-1.3808708602189363	-0.1978619711499439	-0.6496395843813316	-1.1108970410348369	0.011037338210352807	-0.466875308352853	1	0	1	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0
Instance53	1	0.8005648034309968	-0.7922866618061449	0.4066570874668812	0.8591041927855306	0.6986502343077553	-1.7126293226824552	-0.5410467819196708	0.6492105278342116	-0.37316831298264	-0.9565800088146263	0.6927424983264621	-0.5161724477231362	1.7649422182992365	-1.4868230555043551	-0.5076599953702235	-1.256541455816602	-0.3185375129774514	0.6139956911801459	-0.8368542622944092	2.5491123419806105	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	1	0
Instance54	0	0.07826017516166135	-0.5316059080114549	1.2016978556675064	-0.8096265760401127	0.52162522724034	0.6129523681830006	-0.09143773124951073	-0.5472027440095443	0.1410367315485509	0.5979392060011154	-0.779133989126513	-0.7427643976809857	0.8475595245949956	1.288706856972018	0.08387787794229151	-0.4385174972705717	-1.8720908668033367	1.3882288183341496	0.6338981405469536	1.0991567309398476	0	0	0	1	1	0	0	0	1	0	1	0	1	0	1	0	1	0	1	0
Instance55	0	-0.3952289826543544	0.3658487879168582	0.1474344016509719	0.8733118360704122	0.4968931448384696	0.12955452054621894	-1.548471050728461	1.7127249308956942	-0.9418154744100063	-0.4567743938128762	-0.2974212613542047	0.26610537455945554	1.33467879566868	-0.5039800526138359	-0.8853391634703187	-0.6725533140116433	0.07212713570144047	-0.25180018664069104	2.172535740287058	0.6903137134921035	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0
Instance56	0	-1.1594205163999132	1.2978252669735857	-0.9774648772458692	1.1997361764150378	-0.665041618158691	-1.4059670811426284	1.3114271263499508	-0.6872970225507311	-0.7028345962332642	0.6110959458849139	0.2203360846408324	0.06955885083559629	1.6747332580168426	-0.929357094018338	0.6123282158263884	-0.5639172847427075	0.29120574355279744	-0.7563911152394431	-1.3096066403391564	0.6747993177242619	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0
Instance57	1	-0.08593076697161273	0.4811151263888354	0.87938994191337	0.4561530358270554	0.731551581862154	1.1794199812026458	-0.018429050193367217	0.7078721586931351	-1.3788369718806728	-0.4604537160584173	0.4349841692645627	-0.4860402119253719	-0.23688098396763266	1.4114164158624198	-0.1626137919796959	0.046036992247070564	-0.27834830187913817	-0.9352231524513296	0.5576665473720182	-0.4939589163267086	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0
