Description	Iteration	Algorithm	ElapsedSeconds
hepatitis	2	/AlgorithmScripts/Classification/tsv/mlr/mlp/default__learnFunc=Std_Backpropagation_size=5	1.995071744
hepatitis	2	/AlgorithmScripts/Classification/tsv/mlr/xgboost/default__nrounds=2	2.0730016
hepatitis	2	/AlgorithmScripts/Classification/tsv/sklearn/decision_tree/default__class_weight=None_criterion=gini_max_leaf_nodes=None_min_samples_leaf=1_min_samples_split=2_splitter=best	0.6785776
hepatitis	2	/AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default__C=1.0_class_weight=None_solver=liblinear	0.678267136
hepatitis	2	/AlgorithmScripts/Classification/tsv/sklearn/svm/default__C=1.0_class_weight=None_kernel=rbf	1.189591808
hepatitis	3	/AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default__gracePeriod=100.0_hoeffdingTieThreshold=0.02_leafPredictionStrategy=2_splitConfidence=1.0E-7_splitCriterion=1	4.098062592
hepatitis	3	/AlgorithmScripts/Classification/arff/weka/MultilayerPerceptron/default__decay=_hiddenLayers=a_momentum=0.2_normalizeAttributes=_reset=	3.210966272
hepatitis	3	/AlgorithmScripts/Classification/arff/weka/SimpleLogistic/default__useAIC=_weightTrimBeta=0.0	3.095290624
hepatitis	3	/AlgorithmScripts/Classification/tsv/keras/dnn/default__dropout=0.1_epochs=100_layers=1616_regularization=0.1	4.72398336
hepatitis	3	/AlgorithmScripts/Classification/tsv/mlr/h2o.randomForest/default__balance_classes=FALSE_nbins=20_ntrees=50	4.407074304
hepatitis	3	/AlgorithmScripts/Classification/tsv/mlr/mlp/default__learnFunc=Std_Backpropagation_size=5	2.007591808
hepatitis	3	/AlgorithmScripts/Classification/tsv/mlr/xgboost/default__nrounds=2	2.063144192
hepatitis	3	/AlgorithmScripts/Classification/tsv/sklearn/decision_tree/default__class_weight=None_criterion=gini_max_leaf_nodes=None_min_samples_leaf=1_min_samples_split=2_splitter=best	0.678123584
hepatitis	3	/AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default__C=1.0_class_weight=None_solver=liblinear	0.682312512
hepatitis	3	/AlgorithmScripts/Classification/tsv/sklearn/svm/default__C=1.0_class_weight=None_kernel=rbf	0.697899648
hepatitis	4	/AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default__gracePeriod=100.0_hoeffdingTieThreshold=0.02_leafPredictionStrategy=2_splitConfidence=1.0E-7_splitCriterion=1	2.902734336
hepatitis	4	/AlgorithmScripts/Classification/arff/weka/MultilayerPerceptron/default__decay=_hiddenLayers=a_momentum=0.2_normalizeAttributes=_reset=	3.153480448
hepatitis	4	/AlgorithmScripts/Classification/arff/weka/SimpleLogistic/default__useAIC=_weightTrimBeta=0.0	3.059589888
hepatitis	4	/AlgorithmScripts/Classification/tsv/keras/dnn/default__dropout=0.1_epochs=100_layers=1616_regularization=0.1	4.746093568
hepatitis	4	/AlgorithmScripts/Classification/tsv/mlr/h2o.randomForest/default__balance_classes=FALSE_nbins=20_ntrees=50	4.492611072
hepatitis	4	/AlgorithmScripts/Classification/tsv/mlr/mlp/default__learnFunc=Std_Backpropagation_size=5	1.982386688
hepatitis	4	/AlgorithmScripts/Classification/tsv/mlr/xgboost/default__nrounds=2	2.096706816
hepatitis	4	/AlgorithmScripts/Classification/tsv/sklearn/decision_tree/default__class_weight=None_criterion=gini_max_leaf_nodes=None_min_samples_leaf=1_min_samples_split=2_splitter=best	0.682826816
hepatitis	4	/AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default__C=1.0_class_weight=None_solver=liblinear	0.693443584
hepatitis	4	/AlgorithmScripts/Classification/tsv/sklearn/svm/default__C=1.0_class_weight=None_kernel=rbf	0.688159424
hepatitis	5	/AlgorithmScripts/Classification/arff/weka/HoeffdingTree/default__gracePeriod=100.0_hoeffdingTieThreshold=0.02_leafPredictionStrategy=2_splitConfidence=1.0E-7_splitCriterion=1	2.8542848
hepatitis	5	/AlgorithmScripts/Classification/arff/weka/MultilayerPerceptron/default__decay=_hiddenLayers=a_momentum=0.2_normalizeAttributes=_reset=	3.185808384
hepatitis	5	/AlgorithmScripts/Classification/arff/weka/SimpleLogistic/default__useAIC=_weightTrimBeta=0.0	3.030151424
hepatitis	5	/AlgorithmScripts/Classification/tsv/keras/dnn/default__dropout=0.1_epochs=100_layers=1616_regularization=0.1	4.855866368
hepatitis	5	/AlgorithmScripts/Classification/tsv/mlr/h2o.randomForest/default__balance_classes=FALSE_nbins=20_ntrees=50	4.264109568
hepatitis	5	/AlgorithmScripts/Classification/tsv/mlr/mlp/default__learnFunc=Std_Backpropagation_size=5	1.955448448
hepatitis	5	/AlgorithmScripts/Classification/tsv/mlr/xgboost/default__nrounds=2	2.008682752
hepatitis	5	/AlgorithmScripts/Classification/tsv/sklearn/decision_tree/default__class_weight=None_criterion=gini_max_leaf_nodes=None_min_samples_leaf=1_min_samples_split=2_splitter=best	0.683393984
hepatitis	5	/AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default__C=1.0_class_weight=None_solver=liblinear	0.678725376
hepatitis	5	/AlgorithmScripts/Classification/tsv/sklearn/svm/default__C=1.0_class_weight=None_kernel=rbf	0.686374144
