Description	Iteration	Algorithm	Features
dermatology	2	/AlgorithmScripts/Classification/arff/weka/HoeffdingTree	clubbing_of_the_rete_ridges,fibrosis_of_the_papillary_dermis,koebner_phenomenon,vacuolisation_and_damage_of_basal_layer,elongation_of_the_rete_ridges,polygonal_papules,thinning_of_the_suprapapillary_epidermis,PNL_infiltrate,follicular_papules,spongiosis,band-like_infiltrate,oral_mucosal_involvement,saw-tooth_appearance_of_retes,exocytosis,follicular_horn_plug
dermatology	2	/AlgorithmScripts/Classification/arff/weka/MultilayerPerceptron	elongation_of_the_rete_ridges,fibrosis_of_the_papillary_dermis,koebner_phenomenon,spongiosis,band-like_infiltrate,follicular_papules,thinning_of_the_suprapapillary_epidermis,disappearance_of_the_granular_layer,knee_and_elbow_involvement,perifollicular_parakeratosis,PNL_infiltrate,itching,scaling,hyperkeratosis,inflammatory_monoluclear_inflitrate,polygonal_papules,Age,acanthosis,clubbing_of_the_rete_ridges,erythema
dermatology	2	/AlgorithmScripts/Classification/arff/weka/SimpleLogistic	vacuolisation_and_damage_of_basal_layer,oral_mucosal_involvement,polygonal_papules,focal_hypergranulosis,melanin_incontinence,saw-tooth_appearance_of_retes,band-like_infiltrate,fibrosis_of_the_papillary_dermis,perifollicular_parakeratosis,clubbing_of_the_rete_ridges,thinning_of_the_suprapapillary_epidermis,follicular_horn_plug,elongation_of_the_rete_ridges,follicular_papules,scalp_involvement,knee_and_elbow_involvement,munro_microabcess,spongiosis,PNL_infiltrate,koebner_phenomenon,spongiform_pustule,exocytosis,disappearance_of_the_granular_layer,definite_borders,itching,family_history,scaling,eosinophils_in_the_infiltrate,erythema,parakeratosis,acanthosis,hyperkeratosis,inflammatory_monoluclear_inflitrate,Age
dermatology	2	/AlgorithmScripts/Classification/tsv/keras/dnn	fibrosis_of_the_papillary_dermis,koebner_phenomenon,clubbing_of_the_rete_ridges,thinning_of_the_suprapapillary_epidermis,elongation_of_the_rete_ridges,spongiosis,oral_mucosal_involvement,vacuolisation_and_damage_of_basal_layer,focal_hypergranulosis,PNL_infiltrate,band-like_infiltrate,saw-tooth_appearance_of_retes,polygonal_papules,follicular_papules,perifollicular_parakeratosis,knee_and_elbow_involvement,exocytosis,melanin_incontinence,itching,follicular_horn_plug,disappearance_of_the_granular_layer,scaling,definite_borders,scalp_involvement,munro_microabcess,parakeratosis,hyperkeratosis,Age,inflammatory_monoluclear_inflitrate,eosinophils_in_the_infiltrate,acanthosis,erythema,spongiform_pustule,family_history
dermatology	2	/AlgorithmScripts/Classification/tsv/mlr/h2o.randomForest	elongation_of_the_rete_ridges,saw-tooth_appearance_of_retes,oral_mucosal_involvement,vacuolisation_and_damage_of_basal_layer,focal_hypergranulosis,band-like_infiltrate,polygonal_papules,clubbing_of_the_rete_ridges,melanin_incontinence,thinning_of_the_suprapapillary_epidermis,exocytosis,spongiosis,fibrosis_of_the_papillary_dermis,scalp_involvement,knee_and_elbow_involvement,PNL_infiltrate,munro_microabcess,itching,scaling,definite_borders,spongiform_pustule,parakeratosis,follicular_horn_plug,perifollicular_parakeratosis,disappearance_of_the_granular_layer,erythema,eosinophils_in_the_infiltrate,follicular_papules,koebner_phenomenon,inflammatory_monoluclear_inflitrate,family_history,acanthosis,hyperkeratosis,Age
dermatology	2	/AlgorithmScripts/Classification/tsv/mlr/mlp	clubbing_of_the_rete_ridges,fibrosis_of_the_papillary_dermis,koebner_phenomenon,vacuolisation_and_damage_of_basal_layer,elongation_of_the_rete_ridges,polygonal_papules,thinning_of_the_suprapapillary_epidermis,PNL_infiltrate,follicular_papules,spongiosis,band-like_infiltrate,oral_mucosal_involvement,saw-tooth_appearance_of_retes,exocytosis,follicular_horn_plug,itching,focal_hypergranulosis,melanin_incontinence,scaling,Age,perifollicular_parakeratosis,scalp_involvement,definite_borders,knee_and_elbow_involvement,munro_microabcess,eosinophils_in_the_infiltrate,erythema,parakeratosis,acanthosis,hyperkeratosis,spongiform_pustule,disappearance_of_the_granular_layer,family_history,inflammatory_monoluclear_inflitrate
dermatology	2	/AlgorithmScripts/Classification/tsv/mlr/xgboost	fibrosis_of_the_papillary_dermis,koebner_phenomenon,clubbing_of_the_rete_ridges,thinning_of_the_suprapapillary_epidermis,elongation_of_the_rete_ridges,spongiosis,oral_mucosal_involvement,vacuolisation_and_damage_of_basal_layer,PNL_infiltrate,focal_hypergranulosis,saw-tooth_appearance_of_retes,band-like_infiltrate,polygonal_papules,melanin_incontinence,follicular_papules,perifollicular_parakeratosis,follicular_horn_plug,exocytosis,itching,knee_and_elbow_involvement
dermatology	2	/AlgorithmScripts/Classification/tsv/sklearn/decision_tree	elongation_of_the_rete_ridges,fibrosis_of_the_papillary_dermis,koebner_phenomenon,spongiosis,band-like_infiltrate,follicular_papules,thinning_of_the_suprapapillary_epidermis,disappearance_of_the_granular_layer,knee_and_elbow_involvement,perifollicular_parakeratosis
dermatology	2	/AlgorithmScripts/Classification/tsv/sklearn/logistic_regression	elongation_of_the_rete_ridges,fibrosis_of_the_papillary_dermis,koebner_phenomenon,spongiosis,band-like_infiltrate,follicular_papules,thinning_of_the_suprapapillary_epidermis,disappearance_of_the_granular_layer,knee_and_elbow_involvement,perifollicular_parakeratosis,PNL_infiltrate,itching,scaling,hyperkeratosis,inflammatory_monoluclear_inflitrate,polygonal_papules,Age,acanthosis,clubbing_of_the_rete_ridges,erythema
dermatology	2	/AlgorithmScripts/Classification/tsv/sklearn/svm	clubbing_of_the_rete_ridges,elongation_of_the_rete_ridges,thinning_of_the_suprapapillary_epidermis,saw-tooth_appearance_of_retes,oral_mucosal_involvement,focal_hypergranulosis,melanin_incontinence,vacuolisation_and_damage_of_basal_layer,band-like_infiltrate,polygonal_papules,knee_and_elbow_involvement,fibrosis_of_the_papillary_dermis,spongiosis,scalp_involvement,exocytosis,definite_borders,koebner_phenomenon,PNL_infiltrate,munro_microabcess,spongiform_pustule,scaling,parakeratosis,disappearance_of_the_granular_layer,follicular_papules,perifollicular_parakeratosis,follicular_horn_plug,itching,erythema,Age,family_history,hyperkeratosis,inflammatory_monoluclear_inflitrate,acanthosis,eosinophils_in_the_infiltrate
dermatology	3	/AlgorithmScripts/Classification/arff/weka/HoeffdingTree	focal_hypergranulosis,clubbing_of_the_rete_ridges,fibrosis_of_the_papillary_dermis,thinning_of_the_suprapapillary_epidermis,elongation_of_the_rete_ridges,koebner_phenomenon,vacuolisation_and_damage_of_basal_layer,band-like_infiltrate,follicular_horn_plug,spongiosis,PNL_infiltrate,disappearance_of_the_granular_layer,melanin_incontinence,exocytosis,follicular_papules,polygonal_papules,Age,itching,oral_mucosal_involvement,knee_and_elbow_involvement
dermatology	3	/AlgorithmScripts/Classification/arff/weka/MultilayerPerceptron	focal_hypergranulosis,clubbing_of_the_rete_ridges,fibrosis_of_the_papillary_dermis,thinning_of_the_suprapapillary_epidermis,elongation_of_the_rete_ridges,koebner_phenomenon,vacuolisation_and_damage_of_basal_layer,band-like_infiltrate,follicular_horn_plug,spongiosis,PNL_infiltrate,disappearance_of_the_granular_layer,melanin_incontinence,exocytosis,follicular_papules,polygonal_papules,Age,itching,oral_mucosal_involvement,knee_and_elbow_involvement
dermatology	3	/AlgorithmScripts/Classification/arff/weka/SimpleLogistic	clubbing_of_the_rete_ridges,fibrosis_of_the_papillary_dermis,follicular_papules,koebner_phenomenon,band-like_infiltrate,disappearance_of_the_granular_layer,thinning_of_the_suprapapillary_epidermis,elongation_of_the_rete_ridges,perifollicular_parakeratosis,spongiosis,itching,knee_and_elbow_involvement,scaling,PNL_infiltrate,focal_hypergranulosis,polygonal_papules,Age,exocytosis,scalp_involvement,acanthosis
dermatology	3	/AlgorithmScripts/Classification/tsv/keras/dnn	fibrosis_of_the_papillary_dermis,koebner_phenomenon,elongation_of_the_rete_ridges,clubbing_of_the_rete_ridges,thinning_of_the_suprapapillary_epidermis,spongiosis,focal_hypergranulosis,vacuolisation_and_damage_of_basal_layer,disappearance_of_the_granular_layer,band-like_infiltrate,melanin_incontinence,PNL_infiltrate,saw-tooth_appearance_of_retes,exocytosis,perifollicular_parakeratosis,polygonal_papules,knee_and_elbow_involvement,oral_mucosal_involvement,follicular_horn_plug,follicular_papules
dermatology	3	/AlgorithmScripts/Classification/tsv/mlr/h2o.randomForest	clubbing_of_the_rete_ridges,fibrosis_of_the_papillary_dermis,follicular_papules,koebner_phenomenon,band-like_infiltrate,disappearance_of_the_granular_layer,thinning_of_the_suprapapillary_epidermis,elongation_of_the_rete_ridges,perifollicular_parakeratosis,spongiosis,itching,knee_and_elbow_involvement,scaling,PNL_infiltrate,focal_hypergranulosis,polygonal_papules,Age,exocytosis,scalp_involvement,acanthosis
dermatology	3	/AlgorithmScripts/Classification/tsv/mlr/mlp	focal_hypergranulosis,clubbing_of_the_rete_ridges,fibrosis_of_the_papillary_dermis,thinning_of_the_suprapapillary_epidermis,elongation_of_the_rete_ridges,koebner_phenomenon,vacuolisation_and_damage_of_basal_layer,band-like_infiltrate,follicular_horn_plug,spongiosis,PNL_infiltrate,disappearance_of_the_granular_layer,melanin_incontinence,exocytosis,follicular_papules,polygonal_papules,Age,itching,oral_mucosal_involvement,knee_and_elbow_involvement
dermatology	3	/AlgorithmScripts/Classification/tsv/mlr/xgboost	elongation_of_the_rete_ridges,clubbing_of_the_rete_ridges,thinning_of_the_suprapapillary_epidermis,exocytosis,knee_and_elbow_involvement,vacuolisation_and_damage_of_basal_layer,band-like_infiltrate,polygonal_papules,saw-tooth_appearance_of_retes,melanin_incontinence,focal_hypergranulosis,scalp_involvement,oral_mucosal_involvement,spongiosis,munro_microabcess,PNL_infiltrate,fibrosis_of_the_papillary_dermis,definite_borders,spongiform_pustule,disappearance_of_the_granular_layer
dermatology	3	/AlgorithmScripts/Classification/tsv/sklearn/decision_tree	clubbing_of_the_rete_ridges,fibrosis_of_the_papillary_dermis,follicular_papules,koebner_phenomenon,band-like_infiltrate,disappearance_of_the_granular_layer,thinning_of_the_suprapapillary_epidermis,elongation_of_the_rete_ridges,perifollicular_parakeratosis,spongiosis
dermatology	3	/AlgorithmScripts/Classification/tsv/sklearn/logistic_regression	focal_hypergranulosis,clubbing_of_the_rete_ridges,fibrosis_of_the_papillary_dermis,thinning_of_the_suprapapillary_epidermis,elongation_of_the_rete_ridges,koebner_phenomenon,vacuolisation_and_damage_of_basal_layer,band-like_infiltrate,follicular_horn_plug,spongiosis,PNL_infiltrate,disappearance_of_the_granular_layer,melanin_incontinence,exocytosis,follicular_papules,polygonal_papules,Age,itching,oral_mucosal_involvement,knee_and_elbow_involvement
dermatology	3	/AlgorithmScripts/Classification/tsv/sklearn/svm	clubbing_of_the_rete_ridges,fibrosis_of_the_papillary_dermis,follicular_papules,koebner_phenomenon,band-like_infiltrate,disappearance_of_the_granular_layer,thinning_of_the_suprapapillary_epidermis,elongation_of_the_rete_ridges,perifollicular_parakeratosis,spongiosis,itching,knee_and_elbow_involvement,scaling,PNL_infiltrate,focal_hypergranulosis
dermatology	4	/AlgorithmScripts/Classification/arff/weka/HoeffdingTree	fibrosis_of_the_papillary_dermis,disappearance_of_the_granular_layer,elongation_of_the_rete_ridges,thinning_of_the_suprapapillary_epidermis,band-like_infiltrate,follicular_papules,koebner_phenomenon,follicular_horn_plug,knee_and_elbow_involvement,spongiosis
dermatology	4	/AlgorithmScripts/Classification/arff/weka/MultilayerPerceptron	fibrosis_of_the_papillary_dermis,disappearance_of_the_granular_layer,elongation_of_the_rete_ridges,thinning_of_the_suprapapillary_epidermis,band-like_infiltrate,follicular_papules,koebner_phenomenon,follicular_horn_plug,knee_and_elbow_involvement,spongiosis,exocytosis,perifollicular_parakeratosis,scalp_involvement,PNL_infiltrate,clubbing_of_the_rete_ridges
dermatology	4	/AlgorithmScripts/Classification/arff/weka/SimpleLogistic	elongation_of_the_rete_ridges,thinning_of_the_suprapapillary_epidermis,band-like_infiltrate,clubbing_of_the_rete_ridges,vacuolisation_and_damage_of_basal_layer,polygonal_papules,spongiosis,saw-tooth_appearance_of_retes,exocytosis,melanin_incontinence,knee_and_elbow_involvement,focal_hypergranulosis,fibrosis_of_the_papillary_dermis,oral_mucosal_involvement,itching,PNL_infiltrate,scalp_involvement,koebner_phenomenon,munro_microabcess,family_history,definite_borders,disappearance_of_the_granular_layer,scaling,follicular_papules,parakeratosis,perifollicular_parakeratosis,hyperkeratosis,follicular_horn_plug,spongiform_pustule,acanthosis,Age,eosinophils_in_the_infiltrate,inflammatory_monoluclear_inflitrate,erythema
dermatology	4	/AlgorithmScripts/Classification/tsv/keras/dnn	fibrosis_of_the_papillary_dermis,koebner_phenomenon,clubbing_of_the_rete_ridges,thinning_of_the_suprapapillary_epidermis,elongation_of_the_rete_ridges,spongiosis,melanin_incontinence,vacuolisation_and_damage_of_basal_layer,band-like_infiltrate,knee_and_elbow_involvement,PNL_infiltrate,disappearance_of_the_granular_layer,saw-tooth_appearance_of_retes,focal_hypergranulosis,perifollicular_parakeratosis,itching,exocytosis,polygonal_papules,follicular_papules,oral_mucosal_involvement
dermatology	4	/AlgorithmScripts/Classification/tsv/mlr/h2o.randomForest	thinning_of_the_suprapapillary_epidermis,clubbing_of_the_rete_ridges,elongation_of_the_rete_ridges,knee_and_elbow_involvement,exocytosis,vacuolisation_and_damage_of_basal_layer,band-like_infiltrate,scalp_involvement,melanin_incontinence,polygonal_papules,saw-tooth_appearance_of_retes,focal_hypergranulosis,munro_microabcess,oral_mucosal_involvement,spongiosis,PNL_infiltrate,fibrosis_of_the_papillary_dermis,definite_borders,disappearance_of_the_granular_layer,spongiform_pustule,itching,parakeratosis,scaling,koebner_phenomenon,family_history,hyperkeratosis,perifollicular_parakeratosis,acanthosis,follicular_papules,follicular_horn_plug,eosinophils_in_the_infiltrate,erythema,Age,inflammatory_monoluclear_inflitrate
dermatology	4	/AlgorithmScripts/Classification/tsv/mlr/mlp	fibrosis_of_the_papillary_dermis,koebner_phenomenon,clubbing_of_the_rete_ridges,thinning_of_the_suprapapillary_epidermis,elongation_of_the_rete_ridges,spongiosis,melanin_incontinence,vacuolisation_and_damage_of_basal_layer,band-like_infiltrate,knee_and_elbow_involvement,PNL_infiltrate,disappearance_of_the_granular_layer,focal_hypergranulosis,saw-tooth_appearance_of_retes,perifollicular_parakeratosis,itching,exocytosis,polygonal_papules,follicular_papules,scaling,oral_mucosal_involvement,scalp_involvement,follicular_horn_plug,munro_microabcess,definite_borders,eosinophils_in_the_infiltrate,acanthosis,Age,spongiform_pustule,family_history,erythema,inflammatory_monoluclear_inflitrate,parakeratosis,hyperkeratosis
dermatology	4	/AlgorithmScripts/Classification/tsv/mlr/xgboost	fibrosis_of_the_papillary_dermis,koebner_phenomenon,clubbing_of_the_rete_ridges,thinning_of_the_suprapapillary_epidermis,elongation_of_the_rete_ridges,spongiosis,melanin_incontinence,vacuolisation_and_damage_of_basal_layer,band-like_infiltrate,knee_and_elbow_involvement,PNL_infiltrate,disappearance_of_the_granular_layer,focal_hypergranulosis,saw-tooth_appearance_of_retes,perifollicular_parakeratosis
dermatology	4	/AlgorithmScripts/Classification/tsv/sklearn/decision_tree	fibrosis_of_the_papillary_dermis,koebner_phenomenon,clubbing_of_the_rete_ridges,thinning_of_the_suprapapillary_epidermis,elongation_of_the_rete_ridges,spongiosis,melanin_incontinence,vacuolisation_and_damage_of_basal_layer,band-like_infiltrate,knee_and_elbow_involvement,PNL_infiltrate,disappearance_of_the_granular_layer,saw-tooth_appearance_of_retes,focal_hypergranulosis,perifollicular_parakeratosis
dermatology	4	/AlgorithmScripts/Classification/tsv/sklearn/logistic_regression	fibrosis_of_the_papillary_dermis,disappearance_of_the_granular_layer,elongation_of_the_rete_ridges,thinning_of_the_suprapapillary_epidermis,band-like_infiltrate,follicular_papules,koebner_phenomenon,follicular_horn_plug,knee_and_elbow_involvement,spongiosis,exocytosis,perifollicular_parakeratosis,scalp_involvement,PNL_infiltrate,clubbing_of_the_rete_ridges
dermatology	4	/AlgorithmScripts/Classification/tsv/sklearn/svm	fibrosis_of_the_papillary_dermis,koebner_phenomenon,clubbing_of_the_rete_ridges,thinning_of_the_suprapapillary_epidermis,elongation_of_the_rete_ridges,melanin_incontinence,spongiosis,vacuolisation_and_damage_of_basal_layer,band-like_infiltrate,PNL_infiltrate,knee_and_elbow_involvement,disappearance_of_the_granular_layer,saw-tooth_appearance_of_retes,focal_hypergranulosis,perifollicular_parakeratosis,exocytosis,itching,polygonal_papules,follicular_papules,follicular_horn_plug,oral_mucosal_involvement,scalp_involvement,munro_microabcess,scaling,definite_borders,Age,erythema,eosinophils_in_the_infiltrate,hyperkeratosis,acanthosis,spongiform_pustule,parakeratosis,inflammatory_monoluclear_inflitrate,family_history
dermatology	5	/AlgorithmScripts/Classification/arff/weka/HoeffdingTree	knee_and_elbow_involvement,fibrosis_of_the_papillary_dermis,koebner_phenomenon,thinning_of_the_suprapapillary_epidermis,disappearance_of_the_granular_layer,elongation_of_the_rete_ridges,polygonal_papules,follicular_horn_plug,follicular_papules,spongiosis
dermatology	5	/AlgorithmScripts/Classification/arff/weka/MultilayerPerceptron	knee_and_elbow_involvement,elongation_of_the_rete_ridges,clubbing_of_the_rete_ridges,thinning_of_the_suprapapillary_epidermis,melanin_incontinence,exocytosis,saw-tooth_appearance_of_retes,polygonal_papules,spongiosis,oral_mucosal_involvement,vacuolisation_and_damage_of_basal_layer,band-like_infiltrate,focal_hypergranulosis,fibrosis_of_the_papillary_dermis,munro_microabcess,PNL_infiltrate,scalp_involvement,koebner_phenomenon,disappearance_of_the_granular_layer,follicular_papules,definite_borders,perifollicular_parakeratosis,itching,spongiform_pustule,Age,parakeratosis,family_history,follicular_horn_plug,hyperkeratosis,scaling,inflammatory_monoluclear_inflitrate,erythema,eosinophils_in_the_infiltrate,acanthosis
dermatology	5	/AlgorithmScripts/Classification/arff/weka/SimpleLogistic	melanin_incontinence,clubbing_of_the_rete_ridges,fibrosis_of_the_papillary_dermis,thinning_of_the_suprapapillary_epidermis,elongation_of_the_rete_ridges,koebner_phenomenon,saw-tooth_appearance_of_retes,PNL_infiltrate,knee_and_elbow_involvement,spongiosis,band-like_infiltrate,follicular_papules,vacuolisation_and_damage_of_basal_layer,Age,disappearance_of_the_granular_layer,itching,exocytosis,oral_mucosal_involvement,polygonal_papules,focal_hypergranulosis
dermatology	5	/AlgorithmScripts/Classification/tsv/keras/dnn	fibrosis_of_the_papillary_dermis,clubbing_of_the_rete_ridges,elongation_of_the_rete_ridges,koebner_phenomenon,thinning_of_the_suprapapillary_epidermis,spongiosis,saw-tooth_appearance_of_retes,melanin_incontinence,disappearance_of_the_granular_layer,polygonal_papules,knee_and_elbow_involvement,band-like_infiltrate,vacuolisation_and_damage_of_basal_layer,PNL_infiltrate,oral_mucosal_involvement,exocytosis,itching,perifollicular_parakeratosis,focal_hypergranulosis,follicular_papules
dermatology	5	/AlgorithmScripts/Classification/tsv/mlr/h2o.randomForest	melanin_incontinence,clubbing_of_the_rete_ridges,fibrosis_of_the_papillary_dermis,thinning_of_the_suprapapillary_epidermis,elongation_of_the_rete_ridges,koebner_phenomenon,saw-tooth_appearance_of_retes,PNL_infiltrate,knee_and_elbow_involvement,spongiosis,band-like_infiltrate,follicular_papules,vacuolisation_and_damage_of_basal_layer,Age,disappearance_of_the_granular_layer,itching,exocytosis,oral_mucosal_involvement,polygonal_papules,focal_hypergranulosis,follicular_horn_plug,perifollicular_parakeratosis,definite_borders,munro_microabcess,scaling,erythema,parakeratosis,scalp_involvement,acanthosis,hyperkeratosis,spongiform_pustule,eosinophils_in_the_infiltrate,family_history,inflammatory_monoluclear_inflitrate
dermatology	5	/AlgorithmScripts/Classification/tsv/mlr/mlp	knee_and_elbow_involvement,elongation_of_the_rete_ridges,clubbing_of_the_rete_ridges,thinning_of_the_suprapapillary_epidermis,melanin_incontinence,exocytosis,saw-tooth_appearance_of_retes,polygonal_papules,spongiosis,oral_mucosal_involvement,vacuolisation_and_damage_of_basal_layer,band-like_infiltrate,focal_hypergranulosis,fibrosis_of_the_papillary_dermis,munro_microabcess,PNL_infiltrate,scalp_involvement,koebner_phenomenon,disappearance_of_the_granular_layer,follicular_papules
dermatology	5	/AlgorithmScripts/Classification/tsv/mlr/xgboost	clubbing_of_the_rete_ridges,elongation_of_the_rete_ridges,thinning_of_the_suprapapillary_epidermis,knee_and_elbow_involvement,exocytosis,band-like_infiltrate,polygonal_papules,saw-tooth_appearance_of_retes,vacuolisation_and_damage_of_basal_layer,melanin_incontinence,scalp_involvement,spongiosis,focal_hypergranulosis,oral_mucosal_involvement,munro_microabcess,PNL_infiltrate,spongiform_pustule,fibrosis_of_the_papillary_dermis,definite_borders,disappearance_of_the_granular_layer,itching,parakeratosis,scaling,koebner_phenomenon,erythema,family_history,follicular_papules,perifollicular_parakeratosis,hyperkeratosis,follicular_horn_plug,eosinophils_in_the_infiltrate,acanthosis,inflammatory_monoluclear_inflitrate,Age
dermatology	5	/AlgorithmScripts/Classification/tsv/sklearn/decision_tree	knee_and_elbow_involvement,fibrosis_of_the_papillary_dermis,koebner_phenomenon,thinning_of_the_suprapapillary_epidermis,disappearance_of_the_granular_layer,elongation_of_the_rete_ridges,polygonal_papules,follicular_horn_plug,follicular_papules,spongiosis,PNL_infiltrate,band-like_infiltrate,scaling,exocytosis,itching
