Feature_Selection_Algorithm	Feature	Mean_Rank
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p5_3	72.1
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-9_2	73.1
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-8_3	74.3
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-45_1	74.5
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-43_2	74.5
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-10_1	75.2
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-38_3	76.5
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p2_2	77.5
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-37_2	78.8
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-6_1	79.3
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-34_1	80.5
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-28_3	80.9
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p3_1	81.1
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-25_1	81.5
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-18_3	81.7
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-44_1	81.9
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p4_2	83.3
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p1_3	85.2
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-2_2	85.5
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-27_3	85.7
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-6_3	86.3
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-40_3	86.9
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-14_3	87.1
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-25_2	87.5
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-24_2	88.7
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-38_1	89.1
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-30_1	89.5
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-44_2	89.5
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p1_2	89.7
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-27_2	89.9
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-11_1	90.3
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p7_3	90.9
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-16_3	91.2
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-42_1	91.3
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p5_2	91.3
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-31_2	92.0
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-48_2	92.1
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-20_2	92.5
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-33_3	92.7
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-41_1	94.1
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-47_3	95.5
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p2_1	96.6
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-16_2	97.1
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-8_1	97.1
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-39_1	97.5
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-17_1	97.8
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-33_1	99.0
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-48_1	100.0
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-21_2	100.2
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-40_2	100.3
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-31_3	100.8
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-3_1	100.9
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-29_2	101.1
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-6_2	101.3
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-1_2	101.3
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-14_2	101.4
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-26_3	101.8
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-38_2	102.1
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-45_3	102.3
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p4_1	102.3
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-3_2	102.7
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-11_3	102.7
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-19_1	102.9
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-17_2	103.5
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p3_2	105.4
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-27_1	105.9
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-16_1	106.7
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-29_1	106.7
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-39_2	106.9
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-50_2	108.6
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-20_1	108.8
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-46_3	108.9
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-7_1	108.9
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-39_3	109.0
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-8_2	110.3
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-41_3	110.3
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-18_1	110.8
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-26_2	111.2
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-4_1	111.4
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-47_1	111.4
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-22_1	112.5
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-24_3	112.5
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p2_3	112.7
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p4_3	112.9
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-21_3	113.1
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-15_2	113.1
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-14_1	113.2
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-50_3	113.7
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p6_3	113.8
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-4_2	114.1
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-50_1	114.5
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-47_2	115.7
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-26_1	116.5
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-7_3	116.7
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p6_1	116.7
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-49_3	117.7
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p7_2	117.7
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-29_3	117.8
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-7_2	118.3
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-10_2	118.4
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-5_2	118.9
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-18_2	119.5
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-28_2	119.7
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-1_3	119.7
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-28_1	120.4
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-36_2	120.4
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-1_1	122.7
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-15_1	123.4
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-23_1	124.1
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-46_1	124.3
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-5_3	124.5
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-48_3	124.7
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-23_3	124.8
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-23_2	126.3
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p6_2	126.8
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-22_3	127.4
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-17_3	127.6
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p7_1	128.1
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-4_3	129.3
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-30_3	130.6
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-15_3	136.4
/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	p-22_2	144.3
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-35_3	2.1
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-36_3	3.3
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-34_2	6.6
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-12_2	8.8
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-33_2	9.5
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-31_1	16.1
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-28_1	17.9
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-27_3	18.3
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-27_2	18.7
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-27_1	20.3
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-28_2	20.7
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-26_3	22.3
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-32_3	22.9
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-26_1	23.4
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-28_3	23.4
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-26_2	23.5
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-32_2	23.9
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-32_1	25.2
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-25_2	25.2
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-25_3	25.2
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-29_1	27.5
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-25_1	28.0
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-24_3	29.1
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-34_3	29.1
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-35_1	29.1
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-2_3	29.3
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-12_1	30.8
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-29_2	31.3
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-33_3	33.5
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-2_1	34.3
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-34_1	34.6
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-33_1	35.2
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-29_3	36.1
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-30_1	37.1
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-31_3	38.1
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-2_2	38.8
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-31_2	38.9
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-24_1	39.2
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-30_2	39.3
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-24_2	39.5
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-30_3	41.1
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-12_3	44.8
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p7_3	47.5
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-23_3	50.9
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-14_3	52.7
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-15_1	52.9
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-37_3	53.4
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-15_2	54.3
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-14_2	54.5
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-10_3	54.5
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-14_1	54.7
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-13_1	54.8
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-15_3	54.9
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-13_3	55.3
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-16_1	55.5
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-11_2	56.5
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-16_2	56.9
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-11_1	57.5
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-13_2	58.1
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-10_2	58.1
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-19_3	59.9
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-16_3	60.7
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-11_3	61.7
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-35_2	62.1
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-17_1	62.2
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-17_2	63.9
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-21_1	65.0
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-23_2	66.2
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-17_3	67.9
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-23_1	68.3
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-36_1	69.2
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-22_3	73.5
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-21_2	73.8
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-20_3	74.6
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-21_3	74.6
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-18_3	74.7
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-22_2	75.2
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-18_1	75.3
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-22_1	75.7
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-20_2	77.1
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-18_2	78.5
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-20_1	79.0
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-19_1	80.9
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-19_2	81.1
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-1_3	81.2
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-1_2	83.8
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-1_1	84.5
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-8_1	88.9
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-7_2	92.3
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-7_1	93.5
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-7_3	93.5
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-5_1	93.6
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-36_2	94.6
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-8_2	95.7
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-8_3	96.8
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p1_1	97.0
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-6_3	97.9
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-9_1	99.2
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-6_2	99.9
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-9_3	101.9
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-6_1	102.2
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-50_2	103.6
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-9_2	104.0
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-50_1	105.1
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-50_3	105.1
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-5_3	105.3
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-5_2	107.3
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-4_3	109.1
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p5_2	112.4
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-49_1	112.7
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p1_2	113.7
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p5_3	114.7
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p6_1	114.7
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p5_1	115.1
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p2_2	115.5
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-4_2	116.0
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p6_2	116.4
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p6_3	117.7
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-40_1	117.9
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p7_1	118.7
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p4_3	118.7
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p7_2	119.6
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p4_2	120.7
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p1_3	123.1
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p4_1	123.4
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p2_1	124.3
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-4_1	124.7
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p2_3	124.7
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-45_2	125.7
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-3_3	125.9
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p3_1	127.1
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p3_3	127.4
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-43_1	127.8
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p3_2	128.4
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-41_2	130.1
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-49_3	130.8
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-38_3	131.0
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-49_2	135.1
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-40_2	135.2
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-38_1	135.8
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-40_3	136.3
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-37_2	136.3
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-42_2	136.9
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-41_1	137.6
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-3_2	138.9
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-37_1	140.7
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-3_1	141.2
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-43_2	142.3
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-39_3	142.7
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-41_3	142.9
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-42_3	143.1
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-44_2	144.5
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-43_3	144.7
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-42_1	145.1
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-39_2	146.3
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-38_2	147.1
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-48_2	148.3
/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	p-39_1	148.9
