Feature_Selection_Algorithm	Feature	Mean_Rank
/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	gamma-glutamyl-transpeptidase	1.3
/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	alamine-aminotransferase	2.5
/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	alkaline-phosphotase	2.7
/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	aspartate-aminotransferase	3.5
/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	mean-corpuscular-vol	5.1
/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	num-half-pint-equivalents	5.8
/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	aspartate-aminotransferase	1.4
/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	alamine-aminotransferase	1.7
/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	gamma-glutamyl-transpeptidase	3.7
/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	num-half-pint-equivalents	4.5
/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	mean-corpuscular-vol	4.8
/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	alkaline-phosphotase	4.9
