Description	Outer_Iteration	Inner_Iteration	Algorithm	Features
liver-disorder	1	2	/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	gamma-glutamyl-transpeptidase,alamine-aminotransferase,aspartate-aminotransferase,alkaline-phosphotase,mean-corpuscular-vol,num-half-pint-equivalents
liver-disorder	1	2	/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	aspartate-aminotransferase,alamine-aminotransferase,gamma-glutamyl-transpeptidase,mean-corpuscular-vol,alkaline-phosphotase,num-half-pint-equivalents
liver-disorder	1	3	/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	gamma-glutamyl-transpeptidase,aspartate-aminotransferase,alamine-aminotransferase,alkaline-phosphotase,mean-corpuscular-vol,num-half-pint-equivalents
liver-disorder	1	3	/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	num-half-pint-equivalents,mean-corpuscular-vol,alkaline-phosphotase,aspartate-aminotransferase,gamma-glutamyl-transpeptidase,alamine-aminotransferase
liver-disorder	1	3	/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	num-half-pint-equivalents,gamma-glutamyl-transpeptidase,aspartate-aminotransferase,alamine-aminotransferase,mean-corpuscular-vol,alkaline-phosphotase
liver-disorder	1	3	/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	gamma-glutamyl-transpeptidase,alamine-aminotransferase,aspartate-aminotransferase,num-half-pint-equivalents,mean-corpuscular-vol,alkaline-phosphotase
liver-disorder	1	3	/AlgorithmScripts/FeatureSelection/arff/weka/SymmetricalUncertainty/default	num-half-pint-equivalents,mean-corpuscular-vol,alkaline-phosphotase,aspartate-aminotransferase,gamma-glutamyl-transpeptidase,alamine-aminotransferase
liver-disorder	1	3	/AlgorithmScripts/FeatureSelection/tsv/mlr/kruskal.test/default	gamma-glutamyl-transpeptidase,aspartate-aminotransferase,num-half-pint-equivalents,alkaline-phosphotase,alamine-aminotransferase,mean-corpuscular-vol
liver-disorder	1	3	/AlgorithmScripts/FeatureSelection/tsv/mlr/randomForestSRC.rfsrc/default	gamma-glutamyl-transpeptidase,alamine-aminotransferase,aspartate-aminotransferase,mean-corpuscular-vol,num-half-pint-equivalents,alkaline-phosphotase
liver-disorder	1	3	/AlgorithmScripts/FeatureSelection/tsv/sklearn/mutual_info/default	gamma-glutamyl-transpeptidase,aspartate-aminotransferase,mean-corpuscular-vol,alamine-aminotransferase,num-half-pint-equivalents,alkaline-phosphotase
liver-disorder	1	3	/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	gamma-glutamyl-transpeptidase,alamine-aminotransferase,aspartate-aminotransferase,alkaline-phosphotase,mean-corpuscular-vol,num-half-pint-equivalents
liver-disorder	1	3	/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	alamine-aminotransferase,aspartate-aminotransferase,gamma-glutamyl-transpeptidase,mean-corpuscular-vol,alkaline-phosphotase,num-half-pint-equivalents
liver-disorder	2	1	/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	alkaline-phosphotase,mean-corpuscular-vol,aspartate-aminotransferase,alamine-aminotransferase,num-half-pint-equivalents,gamma-glutamyl-transpeptidase
liver-disorder	2	1	/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	num-half-pint-equivalents,mean-corpuscular-vol,alkaline-phosphotase,aspartate-aminotransferase,gamma-glutamyl-transpeptidase,alamine-aminotransferase
liver-disorder	2	1	/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	mean-corpuscular-vol,alamine-aminotransferase,aspartate-aminotransferase,alkaline-phosphotase,gamma-glutamyl-transpeptidase,num-half-pint-equivalents
liver-disorder	2	1	/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	num-half-pint-equivalents,mean-corpuscular-vol,aspartate-aminotransferase,alkaline-phosphotase,alamine-aminotransferase,gamma-glutamyl-transpeptidase
liver-disorder	2	1	/AlgorithmScripts/FeatureSelection/arff/weka/SymmetricalUncertainty/default	num-half-pint-equivalents,mean-corpuscular-vol,alkaline-phosphotase,aspartate-aminotransferase,gamma-glutamyl-transpeptidase,alamine-aminotransferase
liver-disorder	2	1	/AlgorithmScripts/FeatureSelection/tsv/mlr/kruskal.test/default	alamine-aminotransferase,alkaline-phosphotase,mean-corpuscular-vol,aspartate-aminotransferase,gamma-glutamyl-transpeptidase,num-half-pint-equivalents
liver-disorder	2	1	/AlgorithmScripts/FeatureSelection/tsv/mlr/randomForestSRC.rfsrc/default	alamine-aminotransferase,mean-corpuscular-vol,gamma-glutamyl-transpeptidase,alkaline-phosphotase,aspartate-aminotransferase,num-half-pint-equivalents
liver-disorder	2	1	/AlgorithmScripts/FeatureSelection/tsv/sklearn/mutual_info/default	mean-corpuscular-vol,alkaline-phosphotase,num-half-pint-equivalents,aspartate-aminotransferase,alamine-aminotransferase,gamma-glutamyl-transpeptidase
liver-disorder	2	1	/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	alkaline-phosphotase,gamma-glutamyl-transpeptidase,alamine-aminotransferase,aspartate-aminotransferase,mean-corpuscular-vol,num-half-pint-equivalents
liver-disorder	2	1	/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	alamine-aminotransferase,aspartate-aminotransferase,alkaline-phosphotase,gamma-glutamyl-transpeptidase,num-half-pint-equivalents,mean-corpuscular-vol
liver-disorder	2	2	/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	aspartate-aminotransferase,gamma-glutamyl-transpeptidase,mean-corpuscular-vol,num-half-pint-equivalents,alkaline-phosphotase,alamine-aminotransferase
liver-disorder	2	2	/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	num-half-pint-equivalents,mean-corpuscular-vol,alkaline-phosphotase,aspartate-aminotransferase,gamma-glutamyl-transpeptidase,alamine-aminotransferase
liver-disorder	2	2	/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	gamma-glutamyl-transpeptidase,mean-corpuscular-vol,num-half-pint-equivalents,alamine-aminotransferase,aspartate-aminotransferase,alkaline-phosphotase
liver-disorder	2	2	/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	num-half-pint-equivalents,aspartate-aminotransferase,mean-corpuscular-vol,gamma-glutamyl-transpeptidase,alamine-aminotransferase,alkaline-phosphotase
liver-disorder	2	2	/AlgorithmScripts/FeatureSelection/arff/weka/SymmetricalUncertainty/default	num-half-pint-equivalents,mean-corpuscular-vol,alkaline-phosphotase,aspartate-aminotransferase,gamma-glutamyl-transpeptidase,alamine-aminotransferase
liver-disorder	2	2	/AlgorithmScripts/FeatureSelection/tsv/mlr/kruskal.test/default	gamma-glutamyl-transpeptidase,alamine-aminotransferase,mean-corpuscular-vol,alkaline-phosphotase,aspartate-aminotransferase,num-half-pint-equivalents
liver-disorder	2	2	/AlgorithmScripts/FeatureSelection/tsv/mlr/randomForestSRC.rfsrc/default	gamma-glutamyl-transpeptidase,alamine-aminotransferase,mean-corpuscular-vol,aspartate-aminotransferase,num-half-pint-equivalents,alkaline-phosphotase
liver-disorder	2	2	/AlgorithmScripts/FeatureSelection/tsv/sklearn/mutual_info/default	num-half-pint-equivalents,mean-corpuscular-vol,gamma-glutamyl-transpeptidase,alamine-aminotransferase,aspartate-aminotransferase,alkaline-phosphotase
liver-disorder	2	2	/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	gamma-glutamyl-transpeptidase,alamine-aminotransferase,aspartate-aminotransferase,mean-corpuscular-vol,alkaline-phosphotase,num-half-pint-equivalents
liver-disorder	2	2	/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	num-half-pint-equivalents,aspartate-aminotransferase,alamine-aminotransferase,alkaline-phosphotase,gamma-glutamyl-transpeptidase,mean-corpuscular-vol
liver-disorder	2	3	/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	gamma-glutamyl-transpeptidase,aspartate-aminotransferase,mean-corpuscular-vol,alkaline-phosphotase,alamine-aminotransferase,num-half-pint-equivalents
liver-disorder	2	3	/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	num-half-pint-equivalents,mean-corpuscular-vol,alkaline-phosphotase,aspartate-aminotransferase,gamma-glutamyl-transpeptidase,alamine-aminotransferase
liver-disorder	2	3	/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	num-half-pint-equivalents,gamma-glutamyl-transpeptidase,mean-corpuscular-vol,aspartate-aminotransferase,alamine-aminotransferase,alkaline-phosphotase
liver-disorder	2	3	/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	num-half-pint-equivalents,alamine-aminotransferase,aspartate-aminotransferase,gamma-glutamyl-transpeptidase,mean-corpuscular-vol,alkaline-phosphotase
liver-disorder	2	3	/AlgorithmScripts/FeatureSelection/arff/weka/SymmetricalUncertainty/default	num-half-pint-equivalents,mean-corpuscular-vol,alkaline-phosphotase,aspartate-aminotransferase,gamma-glutamyl-transpeptidase,alamine-aminotransferase
liver-disorder	2	3	/AlgorithmScripts/FeatureSelection/tsv/mlr/kruskal.test/default	gamma-glutamyl-transpeptidase,aspartate-aminotransferase,alamine-aminotransferase,mean-corpuscular-vol,alkaline-phosphotase,num-half-pint-equivalents
liver-disorder	2	3	/AlgorithmScripts/FeatureSelection/tsv/mlr/randomForestSRC.rfsrc/default	alamine-aminotransferase,gamma-glutamyl-transpeptidase,aspartate-aminotransferase,num-half-pint-equivalents,mean-corpuscular-vol,alkaline-phosphotase
liver-disorder	2	3	/AlgorithmScripts/FeatureSelection/tsv/sklearn/mutual_info/default	gamma-glutamyl-transpeptidase,num-half-pint-equivalents,aspartate-aminotransferase,alkaline-phosphotase,mean-corpuscular-vol,alamine-aminotransferase
liver-disorder	2	3	/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	gamma-glutamyl-transpeptidase,alamine-aminotransferase,aspartate-aminotransferase,alkaline-phosphotase,mean-corpuscular-vol,num-half-pint-equivalents
liver-disorder	2	3	/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	aspartate-aminotransferase,alamine-aminotransferase,gamma-glutamyl-transpeptidase,mean-corpuscular-vol,alkaline-phosphotase,num-half-pint-equivalents
liver-disorder	3	1	/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	aspartate-aminotransferase,gamma-glutamyl-transpeptidase,alkaline-phosphotase,alamine-aminotransferase,num-half-pint-equivalents,mean-corpuscular-vol
liver-disorder	3	1	/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	num-half-pint-equivalents,mean-corpuscular-vol,alkaline-phosphotase,aspartate-aminotransferase,gamma-glutamyl-transpeptidase,alamine-aminotransferase
liver-disorder	3	1	/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	alkaline-phosphotase,gamma-glutamyl-transpeptidase,aspartate-aminotransferase,mean-corpuscular-vol,num-half-pint-equivalents,alamine-aminotransferase
liver-disorder	3	1	/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	gamma-glutamyl-transpeptidase,alkaline-phosphotase,aspartate-aminotransferase,alamine-aminotransferase,num-half-pint-equivalents,mean-corpuscular-vol
liver-disorder	3	1	/AlgorithmScripts/FeatureSelection/arff/weka/SymmetricalUncertainty/default	num-half-pint-equivalents,mean-corpuscular-vol,alkaline-phosphotase,aspartate-aminotransferase,gamma-glutamyl-transpeptidase,alamine-aminotransferase
liver-disorder	3	1	/AlgorithmScripts/FeatureSelection/tsv/mlr/kruskal.test/default	aspartate-aminotransferase,gamma-glutamyl-transpeptidase,alkaline-phosphotase,num-half-pint-equivalents,mean-corpuscular-vol,alamine-aminotransferase
liver-disorder	3	1	/AlgorithmScripts/FeatureSelection/tsv/mlr/randomForestSRC.rfsrc/default	aspartate-aminotransferase,gamma-glutamyl-transpeptidase,alamine-aminotransferase,alkaline-phosphotase,mean-corpuscular-vol,num-half-pint-equivalents
liver-disorder	3	1	/AlgorithmScripts/FeatureSelection/tsv/sklearn/mutual_info/default	gamma-glutamyl-transpeptidase,aspartate-aminotransferase,alkaline-phosphotase,alamine-aminotransferase,num-half-pint-equivalents,mean-corpuscular-vol
liver-disorder	3	1	/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	gamma-glutamyl-transpeptidase,alkaline-phosphotase,alamine-aminotransferase,aspartate-aminotransferase,mean-corpuscular-vol,num-half-pint-equivalents
liver-disorder	3	1	/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	aspartate-aminotransferase,alamine-aminotransferase,num-half-pint-equivalents,gamma-glutamyl-transpeptidase,alkaline-phosphotase,mean-corpuscular-vol
liver-disorder	3	2	/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	gamma-glutamyl-transpeptidase,aspartate-aminotransferase,num-half-pint-equivalents,mean-corpuscular-vol,alamine-aminotransferase,alkaline-phosphotase
liver-disorder	3	2	/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	num-half-pint-equivalents,mean-corpuscular-vol,alkaline-phosphotase,aspartate-aminotransferase,gamma-glutamyl-transpeptidase,alamine-aminotransferase
liver-disorder	3	2	/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	alkaline-phosphotase,alamine-aminotransferase,num-half-pint-equivalents,mean-corpuscular-vol,aspartate-aminotransferase,gamma-glutamyl-transpeptidase
liver-disorder	3	2	/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	gamma-glutamyl-transpeptidase,aspartate-aminotransferase,alamine-aminotransferase,num-half-pint-equivalents,alkaline-phosphotase,mean-corpuscular-vol
liver-disorder	3	2	/AlgorithmScripts/FeatureSelection/arff/weka/SymmetricalUncertainty/default	num-half-pint-equivalents,mean-corpuscular-vol,alkaline-phosphotase,aspartate-aminotransferase,gamma-glutamyl-transpeptidase,alamine-aminotransferase
liver-disorder	3	2	/AlgorithmScripts/FeatureSelection/tsv/mlr/kruskal.test/default	gamma-glutamyl-transpeptidase,aspartate-aminotransferase,num-half-pint-equivalents,alamine-aminotransferase,mean-corpuscular-vol,alkaline-phosphotase
liver-disorder	3	2	/AlgorithmScripts/FeatureSelection/tsv/mlr/randomForestSRC.rfsrc/default	aspartate-aminotransferase,alamine-aminotransferase,gamma-glutamyl-transpeptidase,alkaline-phosphotase,num-half-pint-equivalents,mean-corpuscular-vol
liver-disorder	3	2	/AlgorithmScripts/FeatureSelection/tsv/sklearn/mutual_info/default	num-half-pint-equivalents,alamine-aminotransferase,gamma-glutamyl-transpeptidase,alkaline-phosphotase,aspartate-aminotransferase,mean-corpuscular-vol
liver-disorder	3	2	/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	gamma-glutamyl-transpeptidase,alamine-aminotransferase,aspartate-aminotransferase,alkaline-phosphotase,mean-corpuscular-vol,num-half-pint-equivalents
liver-disorder	3	2	/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	aspartate-aminotransferase,alamine-aminotransferase,gamma-glutamyl-transpeptidase,mean-corpuscular-vol,num-half-pint-equivalents,alkaline-phosphotase
liver-disorder	3	3	/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	aspartate-aminotransferase,gamma-glutamyl-transpeptidase,mean-corpuscular-vol,alkaline-phosphotase,alamine-aminotransferase,num-half-pint-equivalents
liver-disorder	3	3	/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	num-half-pint-equivalents,mean-corpuscular-vol,alkaline-phosphotase,aspartate-aminotransferase,gamma-glutamyl-transpeptidase,alamine-aminotransferase
liver-disorder	3	3	/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	alkaline-phosphotase,mean-corpuscular-vol,gamma-glutamyl-transpeptidase,num-half-pint-equivalents,alamine-aminotransferase,aspartate-aminotransferase
liver-disorder	3	3	/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	aspartate-aminotransferase,alamine-aminotransferase,gamma-glutamyl-transpeptidase,alkaline-phosphotase,num-half-pint-equivalents,mean-corpuscular-vol
liver-disorder	3	3	/AlgorithmScripts/FeatureSelection/arff/weka/SymmetricalUncertainty/default	num-half-pint-equivalents,mean-corpuscular-vol,alkaline-phosphotase,aspartate-aminotransferase,gamma-glutamyl-transpeptidase,alamine-aminotransferase
liver-disorder	3	3	/AlgorithmScripts/FeatureSelection/tsv/mlr/kruskal.test/default	aspartate-aminotransferase,gamma-glutamyl-transpeptidase,mean-corpuscular-vol,alkaline-phosphotase,alamine-aminotransferase,num-half-pint-equivalents
liver-disorder	3	3	/AlgorithmScripts/FeatureSelection/tsv/mlr/randomForestSRC.rfsrc/default	aspartate-aminotransferase,gamma-glutamyl-transpeptidase,alamine-aminotransferase,alkaline-phosphotase,mean-corpuscular-vol,num-half-pint-equivalents
liver-disorder	3	3	/AlgorithmScripts/FeatureSelection/tsv/sklearn/mutual_info/default	alkaline-phosphotase,alamine-aminotransferase,num-half-pint-equivalents,gamma-glutamyl-transpeptidase,aspartate-aminotransferase,mean-corpuscular-vol
liver-disorder	3	3	/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	alkaline-phosphotase,gamma-glutamyl-transpeptidase,alamine-aminotransferase,aspartate-aminotransferase,mean-corpuscular-vol,num-half-pint-equivalents
liver-disorder	3	3	/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	aspartate-aminotransferase,alamine-aminotransferase,mean-corpuscular-vol,num-half-pint-equivalents,gamma-glutamyl-transpeptidase,alkaline-phosphotase
liver-disorder	4	1	/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	aspartate-aminotransferase,gamma-glutamyl-transpeptidase,mean-corpuscular-vol,alkaline-phosphotase,num-half-pint-equivalents,alamine-aminotransferase
liver-disorder	4	1	/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	num-half-pint-equivalents,mean-corpuscular-vol,alkaline-phosphotase,aspartate-aminotransferase,gamma-glutamyl-transpeptidase,alamine-aminotransferase
liver-disorder	4	1	/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	gamma-glutamyl-transpeptidase,mean-corpuscular-vol,num-half-pint-equivalents,aspartate-aminotransferase,alkaline-phosphotase,alamine-aminotransferase
liver-disorder	4	1	/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	gamma-glutamyl-transpeptidase,aspartate-aminotransferase,num-half-pint-equivalents,alamine-aminotransferase,mean-corpuscular-vol,alkaline-phosphotase
liver-disorder	4	1	/AlgorithmScripts/FeatureSelection/arff/weka/SymmetricalUncertainty/default	num-half-pint-equivalents,mean-corpuscular-vol,alkaline-phosphotase,aspartate-aminotransferase,gamma-glutamyl-transpeptidase,alamine-aminotransferase
liver-disorder	4	1	/AlgorithmScripts/FeatureSelection/tsv/mlr/kruskal.test/default	gamma-glutamyl-transpeptidase,aspartate-aminotransferase,mean-corpuscular-vol,alamine-aminotransferase,alkaline-phosphotase,num-half-pint-equivalents
liver-disorder	4	1	/AlgorithmScripts/FeatureSelection/tsv/mlr/randomForestSRC.rfsrc/default	gamma-glutamyl-transpeptidase,alamine-aminotransferase,aspartate-aminotransferase,num-half-pint-equivalents,mean-corpuscular-vol,alkaline-phosphotase
liver-disorder	4	1	/AlgorithmScripts/FeatureSelection/tsv/sklearn/mutual_info/default	gamma-glutamyl-transpeptidase,num-half-pint-equivalents,aspartate-aminotransferase,alamine-aminotransferase,mean-corpuscular-vol,alkaline-phosphotase
liver-disorder	4	1	/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	gamma-glutamyl-transpeptidase,alamine-aminotransferase,aspartate-aminotransferase,alkaline-phosphotase,num-half-pint-equivalents,mean-corpuscular-vol
liver-disorder	4	1	/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	aspartate-aminotransferase,alamine-aminotransferase,gamma-glutamyl-transpeptidase,num-half-pint-equivalents,mean-corpuscular-vol,alkaline-phosphotase
liver-disorder	4	2	/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	gamma-glutamyl-transpeptidase,aspartate-aminotransferase,alamine-aminotransferase,num-half-pint-equivalents,alkaline-phosphotase,mean-corpuscular-vol
liver-disorder	4	2	/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	num-half-pint-equivalents,mean-corpuscular-vol,alkaline-phosphotase,aspartate-aminotransferase,gamma-glutamyl-transpeptidase,alamine-aminotransferase
liver-disorder	4	2	/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	gamma-glutamyl-transpeptidase,alkaline-phosphotase,aspartate-aminotransferase,num-half-pint-equivalents,alamine-aminotransferase,mean-corpuscular-vol
liver-disorder	4	2	/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	num-half-pint-equivalents,gamma-glutamyl-transpeptidase,alamine-aminotransferase,aspartate-aminotransferase,mean-corpuscular-vol,alkaline-phosphotase
liver-disorder	4	2	/AlgorithmScripts/FeatureSelection/arff/weka/SymmetricalUncertainty/default	num-half-pint-equivalents,mean-corpuscular-vol,alkaline-phosphotase,aspartate-aminotransferase,gamma-glutamyl-transpeptidase,alamine-aminotransferase
liver-disorder	4	2	/AlgorithmScripts/FeatureSelection/tsv/mlr/kruskal.test/default	gamma-glutamyl-transpeptidase,aspartate-aminotransferase,alamine-aminotransferase,alkaline-phosphotase,mean-corpuscular-vol,num-half-pint-equivalents
liver-disorder	4	2	/AlgorithmScripts/FeatureSelection/tsv/mlr/randomForestSRC.rfsrc/default	gamma-glutamyl-transpeptidase,alamine-aminotransferase,num-half-pint-equivalents,aspartate-aminotransferase,alkaline-phosphotase,mean-corpuscular-vol
liver-disorder	4	2	/AlgorithmScripts/FeatureSelection/tsv/sklearn/mutual_info/default	alamine-aminotransferase,num-half-pint-equivalents,gamma-glutamyl-transpeptidase,alkaline-phosphotase,aspartate-aminotransferase,mean-corpuscular-vol
liver-disorder	4	2	/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	gamma-glutamyl-transpeptidase,alkaline-phosphotase,alamine-aminotransferase,aspartate-aminotransferase,num-half-pint-equivalents,mean-corpuscular-vol
liver-disorder	4	2	/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	aspartate-aminotransferase,alamine-aminotransferase,gamma-glutamyl-transpeptidase,num-half-pint-equivalents,alkaline-phosphotase,mean-corpuscular-vol
liver-disorder	4	3	/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	mean-corpuscular-vol,aspartate-aminotransferase,gamma-glutamyl-transpeptidase,alkaline-phosphotase,num-half-pint-equivalents,alamine-aminotransferase
liver-disorder	4	3	/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	num-half-pint-equivalents,mean-corpuscular-vol,alkaline-phosphotase,aspartate-aminotransferase,gamma-glutamyl-transpeptidase,alamine-aminotransferase
liver-disorder	4	3	/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	gamma-glutamyl-transpeptidase,num-half-pint-equivalents,aspartate-aminotransferase,mean-corpuscular-vol,alkaline-phosphotase,alamine-aminotransferase
liver-disorder	4	3	/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	alamine-aminotransferase,num-half-pint-equivalents,aspartate-aminotransferase,gamma-glutamyl-transpeptidase,mean-corpuscular-vol,alkaline-phosphotase
