Feature_Selection_Algorithm	Feature	Mean_Rank
/AlgorithmScripts/FeatureSelection/tsv/mlr/kruskal.test/default	SPLEEN PALPABLE	12.6
/AlgorithmScripts/FeatureSelection/tsv/mlr/kruskal.test/default	STEROID	14.2
/AlgorithmScripts/FeatureSelection/tsv/mlr/kruskal.test/default	LIVER FIRM	15.2
/AlgorithmScripts/FeatureSelection/tsv/mlr/kruskal.test/default	ANTIVIRALS	15.9
/AlgorithmScripts/FeatureSelection/tsv/mlr/kruskal.test/default	PROTIME	16.2
/AlgorithmScripts/FeatureSelection/tsv/mlr/kruskal.test/default	ALK PHOSPHATE	16.2
/AlgorithmScripts/FeatureSelection/tsv/mlr/kruskal.test/default	SGOT	17.1
/AlgorithmScripts/FeatureSelection/tsv/mlr/randomForestSRC.rfsrc/default	ALBUMIN	3.3
/AlgorithmScripts/FeatureSelection/tsv/mlr/randomForestSRC.rfsrc/default	BILIRUBIN	5.4
/AlgorithmScripts/FeatureSelection/tsv/mlr/randomForestSRC.rfsrc/default	ASCITES	5.5
/AlgorithmScripts/FeatureSelection/tsv/mlr/randomForestSRC.rfsrc/default	SPIDERS	7.8
/AlgorithmScripts/FeatureSelection/tsv/mlr/randomForestSRC.rfsrc/default	MALAISE	9.2
/AlgorithmScripts/FeatureSelection/tsv/mlr/randomForestSRC.rfsrc/default	FATIGUE	9.4
/AlgorithmScripts/FeatureSelection/tsv/mlr/randomForestSRC.rfsrc/default	SEX	9.7
/AlgorithmScripts/FeatureSelection/tsv/mlr/randomForestSRC.rfsrc/default	LIVER FIRM	9.7
/AlgorithmScripts/FeatureSelection/tsv/mlr/randomForestSRC.rfsrc/default	HISTOLOGY	9.9
/AlgorithmScripts/FeatureSelection/tsv/mlr/randomForestSRC.rfsrc/default	LIVER BIG	10.3
/AlgorithmScripts/FeatureSelection/tsv/mlr/randomForestSRC.rfsrc/default	PROTIME	10.9
/AlgorithmScripts/FeatureSelection/tsv/mlr/randomForestSRC.rfsrc/default	AGE	11.6
/AlgorithmScripts/FeatureSelection/tsv/mlr/randomForestSRC.rfsrc/default	VARICES	11.6
/AlgorithmScripts/FeatureSelection/tsv/mlr/randomForestSRC.rfsrc/default	ANTIVIRALS	11.7
/AlgorithmScripts/FeatureSelection/tsv/mlr/randomForestSRC.rfsrc/default	ANOREXIA	11.9
/AlgorithmScripts/FeatureSelection/tsv/mlr/randomForestSRC.rfsrc/default	ALK PHOSPHATE	11.9
/AlgorithmScripts/FeatureSelection/tsv/mlr/randomForestSRC.rfsrc/default	STEROID	13.2
/AlgorithmScripts/FeatureSelection/tsv/mlr/randomForestSRC.rfsrc/default	SGOT	13.2
/AlgorithmScripts/FeatureSelection/tsv/mlr/randomForestSRC.rfsrc/default	SPLEEN PALPABLE	13.9
/AlgorithmScripts/FeatureSelection/tsv/sklearn/mutual_info/default	ALBUMIN	4.0
/AlgorithmScripts/FeatureSelection/tsv/sklearn/mutual_info/default	PROTIME	4.5
/AlgorithmScripts/FeatureSelection/tsv/sklearn/mutual_info/default	BILIRUBIN	6.1
/AlgorithmScripts/FeatureSelection/tsv/sklearn/mutual_info/default	ASCITES	6.1
/AlgorithmScripts/FeatureSelection/tsv/sklearn/mutual_info/default	FATIGUE	6.7
/AlgorithmScripts/FeatureSelection/tsv/sklearn/mutual_info/default	SPIDERS	6.7
/AlgorithmScripts/FeatureSelection/tsv/sklearn/mutual_info/default	MALAISE	7.4
/AlgorithmScripts/FeatureSelection/tsv/sklearn/mutual_info/default	AGE	8.5
/AlgorithmScripts/FeatureSelection/tsv/sklearn/mutual_info/default	HISTOLOGY	8.7
/AlgorithmScripts/FeatureSelection/tsv/sklearn/mutual_info/default	VARICES	10.8
/AlgorithmScripts/FeatureSelection/tsv/sklearn/mutual_info/default	SPLEEN PALPABLE	11.7
/AlgorithmScripts/FeatureSelection/tsv/sklearn/mutual_info/default	SEX	12.0
/AlgorithmScripts/FeatureSelection/tsv/sklearn/mutual_info/default	SGOT	12.3
/AlgorithmScripts/FeatureSelection/tsv/sklearn/mutual_info/default	ALK PHOSPHATE	13.1
/AlgorithmScripts/FeatureSelection/tsv/sklearn/mutual_info/default	LIVER BIG	13.3
/AlgorithmScripts/FeatureSelection/tsv/sklearn/mutual_info/default	ANOREXIA	13.4
/AlgorithmScripts/FeatureSelection/tsv/sklearn/mutual_info/default	STEROID	14.8
/AlgorithmScripts/FeatureSelection/tsv/sklearn/mutual_info/default	LIVER FIRM	14.9
/AlgorithmScripts/FeatureSelection/tsv/sklearn/mutual_info/default	ANTIVIRALS	15.1
/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	BILIRUBIN	1.6
/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	ALBUMIN	1.6
/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	SGOT	3.9
/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	AGE	4.3
/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	ALK PHOSPHATE	6.6
/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	PROTIME	6.9
/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	ASCITES	7.2
/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	SPIDERS	8.1
/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	VARICES	9.5
/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	MALAISE	10.2
/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	LIVER FIRM	10.4
/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	LIVER BIG	12.1
/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	HISTOLOGY	12.5
/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	SPLEEN PALPABLE	13.0
/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	ANOREXIA	14.6
/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	FATIGUE	15.5
/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	STEROID	15.6
/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	ANTIVIRALS	18.3
/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	SEX	18.3
/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	BILIRUBIN	6.3
/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	LIVER BIG	6.9
/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	SEX	7.3
/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	ASCITES	8.5
/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	MALAISE	8.5
/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	LIVER FIRM	8.6
/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	VARICES	9.1
/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	FATIGUE	9.2
/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	AGE	10.1
/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	SPLEEN PALPABLE	10.2
/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	ANOREXIA	10.3
/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	SPIDERS	10.6
/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	ALBUMIN	11.1
/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	PROTIME	11.3
/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	HISTOLOGY	11.7
/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	ANTIVIRALS	11.8
/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	STEROID	12.5
/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	ALK PHOSPHATE	12.7
/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	SGOT	13.3
